"Front";"Back"
"[Kap.4][Beweisidee] Kernidee Satz über implizite Funktionen";"Konstruiere \(F(x,y):=(x,f(x,y))\), zeige \(DF(x_0,y_0)\) invertierbar (Blockmatrix-Trick), wende Umkehrsatz auf \(F\) an, extrahiere \(g\) aus \(F^{-1}(x,w)=(x,g(x,w))\)"
"[Kap.4][Anwendung] Wofür ist der Satz über implizite Funktionen später fundamental?";"Grundlage für die Definition von Mannigfaltigkeiten (Extrema mit Nebenbedingungen)"
"[Kap.4][Beispiel] Kreis: wann lässt sich \(\phi=x^2+y^2-1=0\) nach \(y\) auflösen?";"Bei \((0,1)\): \(D_y\phi=2y=2\neq0\), auflösbar: \(y=\sqrt{1-x^2}\). Bei \((1,0)\): \(D_y\phi=2y=0\), NICHT nach \(y\) auflösbar (vertikale Tangente)"
"[Kap.4][Anwendung] Strategie: Ist \(f\) bei \(x_0\) lokal umkehrbar?";"Jacobi-Matrix bei \(x_0\) berechnen, Determinante \(\neq0\) prüfen (im \(\mathbb{R}^n\); im unendlichdimensionalen echte Bijektivität mit stetiger Inverser zeigen)"
"[Kap.4][Fehler] Klausurfalle: Determinantenkriterium in unendlichdimensionalen Räumen";"In unendlichdimensionalen Banachräumen sind Determinanten i.A. nicht definiert! Man muss echte Invertierbarkeit in \(L(X,Y)\) zeigen"
"[Kap.3-4][Vergleich] Umkehrsatz vs. Satz über implizite Funktionen";"Beide sind ÄQUIVALENT (jeder folgt aus dem anderen). Umkehrsatz: globale Struktur einer Abbildung lokal umkehren. Implizite Funktionen: Gleichung \(f(x,y)=w\) lokal nach \(y\) auflösen."
"[Kap.3-4][Transfer] Welches Konzept, wenn eine implizite Gleichung parametrisiert werden soll?";"Satz über implizite Funktionen: partielle Ableitung nach der aufzulösenden Variable auf Invertierbarkeit prüfen"
"[Kap.5][Def] Zweite Ableitung (formal)";"\(D^2f(x):=D(Df)(x)\in L(X,L(X,Y))\), falls \(Df\) selbst bei \(x\) differenzierbar ist"
"[Kap.5][Def] \(k\)-lineare Abbildung";"\(\Phi:X_1\times\dots\times X_k\to Y\) linear in jedem Argument bei Festhalten der übrigen"
"[Kap.5][Notation] \(\tilde L^k(X,Y)\)";"Menge der stetigen \(k\)-linearen Abbildungen \(X^k\to Y\)"
"[Kap.5][Satz] Kanonischer Isomorphismus (Lemma 1.48)";"\(L^k(X,Y)\cong\tilde L^k(X,Y)\) via \(j(\phi)(x_1,\dots,x_k):=\phi(x_1)[x_2]\dots[x_k]\)"
"[Kap.5][Verständnis] Warum ist Lemma 1.48 technisch wichtig?";"Erlaubt, \(D^kf(x)\) als \(k\)-lineare Abbildung aufzufassen und auf \(k\) Vektoren gleichzeitig anzuwenden: \(D^kf(x)[h_1,\dots,h_k]\)"
"[Kap.5][Def] Klasse \(C^k\)";"\(f\in C^k(U,Y)\) \(:\Leftrightarrow D^kf\) existiert und ist stetig in \(U\)"
"[Kap.5][Satz] Satz von Schwarz - Aussage (Lemma 1.65)";"\(f\) zweimal stetig diffbar \(\Rightarrow D^2f(x)[h,k]=D^2f(x)[k,h]\) (Symmetrie)"
"[Kap.5][Verständnis] Was bedeutet der Satz von Schwarz im \(\mathbb{R}^n\)?";"Symmetrie der Hesse-Matrix, Vertauschbarkeit gemischter partieller Ableitungen: \(\partial_i\partial_jf=\partial_j\partial_if\)"
"[Kap.5][Voraussetzung] Welche Voraussetzung ist beim Satz von Schwarz essentiell?";"STETIGKEIT der zweiten Ableitung. Ohne Stetigkeit kann die Symmetrie scheitern."
"[Kap.5][Gegenbeispiel] Satz von Schwarz ohne Stetigkeitsvoraussetzung";"\(f(x,y)=\frac{xy(x^2-y^2)}{x^2+y^2}\) für \((x,y)\neq0\), \(f(0,0)=0\): \(\partial_x\partial_yf(0,0)=1\neq-1=\partial_y\partial_xf(0,0)\). Gemischte Ableitungen bei \((0,0)\) unstetig."
"[Kap.5][Beweisidee] Kernidee Satz von Schwarz";"Symmetrische Hilfsgröße \(A(h,k)=f(x+h+k)-f(x+h)-f(x+k)+f(x)\) konstruieren (per Konstruktion \(A(h,k)=A(k,h)\)), zeigen \(\|A(h,k)-D^2f(x)[h,k]\|=o((\|h\|+\|k\|)^2)\), Grenzübergang liefert Symmetrie"
"[Kap.5][Satz] Taylor-Formel in Banachräumen (Satz 1.49)";"\(f(x+h)=f(x)+\phi_1(x)[h]+\frac12\phi_2(x)[h,h]+\dots+\frac1{k!}\phi_k(x)[h,\dots,h]+R_k(x,h)\), mit \(\phi_p=j(D^pf)\)"
"[Kap.5][Beweisidee] Kernidee Taylor-Formel-Beweis";"Vollständige Induktion über \(k\): Induktionsanfang \(k=1\) ist genau die Differenzierbarkeitsdefinition, Induktionsschritt via \(D_hT_{f,n}(h)=T_{Df,n-1}(h)\)"
"[Kap.5][Formel] Taylorformel im \(\mathbb{R}^n\) (Korollar 1.66), 2. Ordnung";"\(f(x+h)=f(x)+\sum_i\frac{\partial f}{\partial x_i}(x)h_i+\frac12\sum_{i,j}\frac{\partial^2f}{\partial x_i\partial x_j}(x)h_ih_j+R_2(x,h)\)"
"[Kap.5][Anwendung] Wofür wird der Satz von Schwarz später benötigt?";"Grundlage für exakte/geschlossene Differentialformen (Kapitel 11) und für die Symmetrie der Hesse-Matrix in der Extremwerttheorie (Kapitel 8)"
"[Kap.5][Beispiel] Taylorpolynom 2. Ordnung von \(f(x,y)=x^2y+e^y\) bei \((0,0)\)";"\(\nabla f(0,0)=(0,1)\), \(H(0,0)=\begin{pmatrix}0&0\\0&1\end{pmatrix}\), also \(f(h,k)\approx k+\frac12k^2\)"
"[Kap.5][Fehler] Häufiger Fehler bei \(D^2f(x)[h,k]\)";"Verwechslung mit \(D^2f(x)[h]\cdot k\). \(D^2f(x)[h,k]\) ist eine bilineare Auswertung an zwei Vektoren, keine Multiplikation."
"[Kap.6][Def] Skalarprodukt";"\(\langle\cdot,\cdot\rangle:V\times V\to\mathbb{R}\) mit<br>(i) \(\langle x,y\rangle=\langle y,x\rangle\) (reell)<br>(ii) Additivität<br>(iii) Homogenität<br>(iv) \(\langle x,x\rangle\geq0\), \(=0\iff x=0\)"
"[Kap.6][Def] Hilbertraum";"Vektorraum mit Skalarprodukt, der bezüglich der induzierten Metrik vollständig ist"
"[Kap.6][Beispiel] Standardbeispiele für Hilberträume";"\(\mathbb{R}^n\) mit \(\langle x,y\rangle=\sum x_iy_i\), \(\ell^2(\mathbb{R})\) mit \(\langle a,b\rangle=\sum a_ib_i\)"
"[Kap.6][Satz] Cauchy-Schwarz-Ungleichung (Lemma 1.51)";"\(|\langle x,y\rangle|\leq\sqrt{\langle x,x\rangle}\sqrt{\langle y,y\rangle}\)"
"[Kap.6][Beweisidee] Kernidee Cauchy-Schwarz";"Orthogonalprojektion \(z=x-\frac{\langle y,x\rangle}{\langle y,y\rangle}y\) konstruieren mit \(\langle z,y\rangle=0\), dann Pythagoras \(\langle x,x\rangle=\langle z,z\rangle+\frac{|\langle x,y\rangle|^2}{\langle y,y\rangle}\geq\frac{|\langle x,y\rangle|^2}{\langle y,y\rangle}\)"
"[Kap.6][Satz] Skalarprodukt induziert Norm (Lemma 1.53)";"\(\|x\|:=\sqrt{\langle x,x\rangle}\) ist Norm, insbesondere Dreiecksungleichung"
"[Kap.6][Beweisidee] Kernidee Dreiecksungleichung aus Skalarprodukt";"\(\|x+y\|^2=\langle x,x\rangle+\langle y,y\rangle+2\langle x,y\rangle\leq\|x\|^2+\|y\|^2+2\|x\|\|y\|=(\|x\|+\|y\|)^2\), via Cauchy-Schwarz"
"[Kap.6][Vergleich] Raumhierarchie: topologisch bis Hilbertraum";"Topologischer Raum \(\subsetneq\) Metrischer Raum \(\subsetneq\) Normierter Raum \(\subsetneq\) Banachraum \(\subsetneq\) Hilbertraum"
"[Kap.6][Verständnis] Warum ist jeder Hilbertraum ein Banachraum?";"Skalarprodukt induziert Norm (Lemma 1.53), und Vollständigkeit wird explizit gefordert"
"[Kap.6][Gegenbeispiel] Banachraum, der kein Hilbertraum ist";"\((C^0[0,1],\|\cdot\|_\infty)\): erfüllt NICHT die Parallelogrammgleichung \(\|x+y\|^2+\|x-y\|^2=2\|x\|^2+2\|y\|^2\), also kommt \(\|\cdot\|_\infty\) von keinem Skalarprodukt"
"[Kap.6][Def] Orthonormalbasis (ONB)";"Maximale Menge orthonormaler Elemente (\(\|x_\alpha\|=1\), \(\langle x_\alpha,x_\beta\rangle=0\) für \(\alpha\neq\beta\))"
"[Kap.6][Algorithmus] Gram-Schmidt: Idee";"Aus linear unabhängigen \(v_1,\dots,v_n\) orthonormale \(e_1,\dots,e_n\) konstruieren: iterativ Projektionen auf bisherige \(e_i\) abziehen, dann normieren"
"[Kap.6][Formel] Gram-Schmidt Rekursionsformel";"\(e_1:=\frac{v_1}{\|v_1\|}\), \(e_{k+1}:=\frac{v_{k+1}-\sum_{i=1}^k\langle e_i,v_{k+1}\rangle e_i}{\|v_{k+1}-\sum_{i=1}^k\langle e_i,v_{k+1}\rangle e_i\|}\)"
"[Kap.6][Algorithmus] Gram-Schmidt Laufzeit";"\(O(n^2d)\) für \(n\) Vektoren der Dimension \(d\)"
"[Kap.6][Algorithmus] Gram-Schmidt Speicherbedarf";"\(O(nd)\)"
"[Kap.6][Fehler] Typischer Fehler beim Gram-Schmidt-Verfahren";"Normierung VOR statt NACH der Projektionsabziehung durchführen"
"[Kap.6][Anwendung] Wofür wird Gram-Schmidt später benötigt?";"Beweis, dass Volumen eines Parallelepipeds gleich der Determinante ist (Transformationssatz, Kapitel 10)"
"[Kap.6][Beweisidee] Kernidee Korrektheit von Gram-Schmidt";"Induktion über \(k\): zeige \(\langle e_{k+1},e_j\rangle=0\) für \(j\leq k\) via \(\langle e_i,e_j\rangle=\delta_{ij}\) aus Induktionsvoraussetzung"
"[Kap.6][Satz] Existenz von Orthonormalbasen (Satz 1.57)";"Jeder Hilbertraum besitzt eine ONB. Ist er separabel, existiert eine abzählbare ONB, konstruierbar via Gram-Schmidt"
"[Kap.6][Satz] Parseval/Besselsche Gleichung (Satz 1.58)";"Für ONB \(\{x_\alpha\}\): \(y=\sum_\alpha\langle x_\alpha,y\rangle x_\alpha\) und \(\|y\|^2=\sum_\alpha|\langle x_\alpha,y\rangle|^2\)"
"[Kap.6][Beweisidee] Kernidee Besselsche Ungleichung";"\(0\leq\|y-\sum_{i=1}^N\langle x_i,y\rangle x_i\|^2=\|y\|^2-\sum_{i=1}^N|\langle x_i,y\rangle|^2\) liefert Beschränktheit der Partialsummen"
"[Kap.5-6][Transfer] Welches Konzept, wenn eine Matrix orthogonalisiert werden soll?";"Gram-Schmidt-Verfahren anwenden"
"[Kap.5-6][Transfer] Welches Konzept, wenn Symmetrie gemischter partieller Ableitungen gebraucht wird?";"Satz von Schwarz (unter Stetigkeitsvoraussetzung an die zweiten Ableitungen prüfen!)"
"[Kap.7][Def] Partielle Ableitung";"\(\frac{\partial f}{\partial x_i}(x):=F_i'(0)=Df(x)[e_i]\), mit \(F_i(t):=f(x+te_i)\)"
"[Kap.7][Verständnis] Partielle Ableitung als Spezialfall wovon?";"Spezialfall der Richtungsableitung \(D_vf(x)=Df(x)[v]\), nämlich für \(v=e_i\)"
"[Kap.7][Def] Jacobi-Matrix";"\(Df(x)=\left(\frac{\partial f_j}{\partial x_i}(x)\right)_{j=1,\dots,m;\ i=1,\dots,n}\), Zeile \(j\)=Komponente \(f_j\), Spalte \(i\)=Variable \(x_i\)"
"[Kap.7][Fehler] Häufiger Fehler bei Jacobi-Matrix";"Zeilen und Spalten vertauschen (transponiert aufschreiben)"
"[Kap.7][Satz] Fréchet-diffbar ⇒ partielle Ableitungen existieren (Lemma 1.61)";"Ist \(f\) bei \(x\) Fréchet-differenzierbar, existieren alle partiellen Ableitungen, und \(Df(x)\) ist die Jacobi-Matrix"
"[Kap.7][Fehler] Klausurfalle: Umkehrung von Lemma 1.61?";"Existenz aller partiellen Ableitungen GARANTIERT NICHT Fréchet-Differenzierbarkeit! Die Umkehrung gilt nicht automatisch."
"[Kap.7][Gegenbeispiel] Partielle Ableitungen existieren, aber nicht Fréchet-diffbar";"\(f(x,y)=(xy)^{1/3}\) bei \((0,0)\): \(\partial_xf(0,0)=\partial_yf(0,0)=0\), aber Richtungsableitung in Richtung \((1,1)\) divergiert \((\to\infty)\). Widerspruch zur geforderten Linearität von \(Df(0,0)\)."
"[Kap.7][Satz] Stetige partielle Ableitungen ⇒ Fréchet-diffbar (Satz 1.64)";"Existieren alle partiellen Ableitungen auf \(D\) und sind STETIG, so ist \(f\) stetig differenzierbar (\(C^1\)) in \(D\)"
"[Kap.7][Anwendung] Wie prüft man in der Praxis Differenzierbarkeit im \(\mathbb{R}^n\)?";"NIE direkt die Fréchet-Definition, sondern partielle Ableitungen berechnen und deren Stetigkeit prüfen (Satz 1.64)"
"[Kap.7][Beweisidee] Kernidee Satz 1.64";"Induktion über Dimension \(n\): Reduktion auf eindimensionalen Mittelwertsatz in der letzten Koordinatenrichtung, kombiniert mit Induktionsvoraussetzung für die ersten \(n-1\) Koordinaten"
"[Kap.7][Vergleich] Partielle vs. Richtungs- vs. Fréchet-Differenzierbarkeit";"Partielle Diffbarkeit (\(v=e_i\)) \(\subseteq\) Richtungsdiffbarkeit (alle \(v\)) \(\subseteq\) Fréchet-Diffbarkeit \(\subseteq\) stetige Diffbarkeit (\(C^1\)). KEIN Pfeil umkehrbar!"
"[Kap.7][Merksatz] Implikationskette der Differenzierbarkeitsbegriffe";"\(C^1\Rightarrow\) Fréchet-diffbar \(\Rightarrow\) partiell diffbar. Für jeden Pfeil gibt es Gegenbeispiele zur Umkehrung."
"[Kap.7][Anwendung] Strategie: Ist \(f\) bei \((0,0)\) differenzierbar?";"Partielle Ableitungen bei \((0,0)\) direkt über Grenzwert berechnen, dann eine DIAGONALE Richtungsableitung prüfen und mit der Linearitätsvorhersage vergleichen"
"[Kap.8][Def] Absolutes/relatives Extremum";"\(x_0\) absolutes Minimum auf \(A\): \(f(x_0)\leq f(x)\ \forall x\in A\). Relatives Minimum: nur auf einer offenen Umgebung von \(x_0\) gefordert"
"[Kap.8][Def] Kritischer Punkt";"\(x\) kritischer Punkt \(:\Leftrightarrow Df(x)=0\)"
"[Kap.8][Def] Gradient";"\(\nabla f(x):=(\partial_1f(x),\dots,\partial_nf(x))\), mit \(Df(x)[h]=\langle\nabla f(x),h\rangle\)"
"[Kap.8][Def] Hesse-Matrix";"\(H(x):=\left(\frac{\partial^2f}{\partial x_i\partial x_j}(x)\right)_{i,j}\), symmetrisch nach Satz von Schwarz"
"[Kap.8][Def] Positiv/negativ definit, semidefinit, indefinit";"\(M\) pos. definit: \(M(x,x)>0\ \forall x\neq0\). Neg. definit: \(<0\). Semidefinit: \(\geq0\) bzw. \(\leq0\). Indefinit: weder noch"
"[Kap.8][Satz] Notwendige Bedingung 1. Ordnung (Satz 1.70)";"\(f\) diffbar, relatives Extremum bei \(x\) \(\Rightarrow Df(x)=0\)"
"[Kap.8][Beweisidee] Kernidee Satz 1.70";"Hilfsfunktion \(\psi(t)=f(x+tv)\) hat bei \(t=0\) relatives Extremum in \(\mathbb{R}\), also \(\psi'(0)=0\), Kettenregel liefert \(Df(x)[v]=0\) für beliebiges \(v\)"
"[Kap.8][Satz] Hinreichende Bedingung 2. Ordnung (Satz 1.72)";"Kritischer Punkt \(x\): (i) rel. Maximum \(\Rightarrow H(x)\) neg. semidefinit. (ii) \(H(x)\) pos. definit \(\Rightarrow\) striktes rel. Minimum"
"[Kap.8][Fehler] Klausurfalle: (i) und (ii) in Satz 1.72 vertauschen?";"(i) ist nur NOTWENDIG (semidefinit), (ii) ist HINREICHEND (definit). Sie sind KEINE Umkehrungen voneinander!"
"[Kap.8][Verständnis] Was bedeutet indefinite Hesse-Matrix?";"Garantiert KEIN Extremum, sondern Sattelpunkt"
"[Kap.8][Verständnis] Was bedeutet semidefinite (nicht definite) Hesse-Matrix?";"KEINE Entscheidung möglich mit Mitteln 2. Ordnung, höhere Ordnung nötig"
"[Kap.8][Gegenbeispiel] Semidefinite Hesse-Matrix, Extremum unentscheidbar";"\(f(x,y)=x^2+y^4\) bei \((0,0)\): \(H=\begin{pmatrix}2&0\\0&0\end{pmatrix}\) (semidefinit), tatsächlich Minimum. \(f(x,y)=x^2-y^4\): gleiche Hesse-Matrix, aber Sattelpunkt (kein Extremum)!"
"[Kap.8][Beweisidee] Kernidee Satz 1.72(ii)";"Stetigkeit von \(H\) liefert positiv definite \(H(x+\theta y)\) nahe \(x\), Taylorformel 2. Ordnung mit Lagrange-Restglied zeigt \(f(x+h)>f(x)\) für kleine \(h\neq0\)"
"[Kap.8][Def] Mannigfaltigkeit (Definition 1.73)";"\(M\subseteq\mathbb{R}^n\) der Dimension \(r\), Klasse \(C^p\): lokal \(M\cap U=\{x:\phi(x)=0\}\) mit \(\mathrm{rang}(D\phi)=n-r\) auf \(M\cap U\)"
"[Kap.8][Intuition] Was bedeutet die Rangbedingung bei Mannigfaltigkeiten?";"Die Nebenbedingung \(\phi=0\) ist nicht entartet, sodass der Satz über implizite Funktionen anwendbar wird - \(M\) sieht lokal wie Graph einer Funktion aus"
"[Kap.8][Def] Tangentialvektor";"\(t\in\mathbb{R}^n\) Tangentialvektor an \(M\) bei \(x_0\) \(:\Leftrightarrow \exists\gamma\in C^1((-\delta,\delta),M): \gamma(0)=x_0,\gamma'(0)=t\)"
"[Kap.8][Satz] Tangentialraum = Kern der Ableitung (Lemma 1.75/1.76)";"\(T_{x_0}M=\ker(D\phi(x_0))\)"
"[Kap.8][Beweisidee] Kernidee Lemma 1.75 (Richtung ⊆)";"Für Kurve \(\gamma\) in \(M\) gilt \(\phi(\gamma(s))=0\), Ableiten bei \(s=0\) liefert \(D\phi(x_0)[\gamma'(0)]=0\)"
"[Kap.8][Beweisidee] Kernidee Lemma 1.76 (Richtung ⊇, schwierigere Richtung)";"Konstruktion einer expliziten Kurve mittels der durch den Satz über implizite Funktionen gelieferten Graphendarstellung \(g\)"
"[Kap.8][Verbindung] Welcher Satz aus Kap. 4 steckt in Lemma 1.76?";"Der Satz über implizite Funktionen - ohne ihn ließe sich der Tangentialraum nicht als Kern von \(D\phi\) identifizieren"
"[Kap.8][Satz] Lagrange-Multiplikatorenregel - Aussage (Satz 1.78)";"\(f\) hat rel. Extremum bei \(x_0\in M\) (Nebenbedingung \(\phi(x_0)=0\)) \(\Rightarrow\exists\lambda: \nabla f(x_0)=\sum_k\lambda_k\nabla\phi_k(x_0)\)"
"[Kap.8][Intuition] Geometrische Bedeutung der Lagrange-Bedingung";"Am Extremum unter Nebenbedingung zeigt \(\nabla f\) senkrecht zur Nebenbedingungsfläche, also parallel zu \(\nabla\phi\)"
"[Kap.8][Voraussetzung] Regularitätsbedingung bei Lagrange";"\(\mathrm{rang}(D\phi(x_0))=n-r\) (voller Rang) muss erfüllt sein, sonst kann Lagrange-Bedingung scheitern oder falsche Kandidaten liefern"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 1";"Für Tangentialvektor \(t\): Hilfsfunktion \(v(s)=f(\gamma(s))\) hat Extremum bei \(s=0\), also \(\langle\nabla f(x_0),t\rangle=0\), d.h. \(\nabla f(x_0)\perp T_{x_0}M\)"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 2";"\(T_{x_0}M=\ker(D\phi(x_0))\) (Lemma 1.76), die Gradienten \(\nabla\phi_k(x_0)\) spannen das orthogonale Komplement von \(T_{x_0}M\) auf (Zeilenraum \(\perp\) Kern)"
"[Kap.8][Beweisidee] Kernidee Lagrange-Beweis, Schritt 3";"Da \(\nabla f(x_0)\perp T_{x_0}M\) und die \(\nabla\phi_k(x_0)\) Basis von \((T_{x_0}M)^\perp\) sind, lässt sich \(\nabla f(x_0)\) als Linearkombination schreiben"
"[Kap.8][Algorithmus] Lagrange-Multiplikatoren: Vorgehen";"1. \(\phi\) aufstellen<br>2. System \(\nabla f=\lambda\nabla\phi\) und \(\phi=0\) aufstellen<br>3. Fallunterscheidungen nach \(\lambda\) durchführen<br>4. \(f\) an allen Kandidaten auswerten und vergleichen"
"[Kap.8][Beispiel] Lagrange: Extrema von \(f=x_1^2x_2^2\) auf \(S^1\)";"Kritische Punkte: \((\pm1/\sqrt2,\pm1/\sqrt2)\) mit \(f=1/4\) (Maximum), \((\pm1,0),(0,\pm1)\) mit \(f=0\) (Minimum)"
"[Kap.8][Fehler] Klausurfalle: Rand bei Extrema auf kompakten Mengen vergessen";"Bei Extrema auf kompakter Menge mit Rand müssen sowohl innere kritische Punkte ALS AUCH Randextrema (via Lagrange am Rand) gesucht werden"
"[Kap.8][Fehler] Klausurfalle: Vorzeichen von \(\lambda\) überinterpretieren";"\(\lambda\) hat i.A. keine unmittelbare geometrische Bedeutung als Vorzeichen des Extremtyps - Entscheidung erfolgt durch Auswertung von \(f\) an allen Kandidaten"
"[Kap.8][Anwendung] Strategie: Extrema auf kompakter Menge mit Rand finden";"1. Innere kritische Punkte via \(\nabla f=0\)<br>2. Randextrema via Lagrange auf dem Rand<br>3. Extremwertsatz garantiert Existenz<br>4. Alle Werte vergleichen"
"[Kap.7-8][Transfer] Welches Konzept, wenn ein Optimierungsproblem eine Gleichungsnebenbedingung hat?";"Lagrange-Multiplikatorenregel, nach Prüfung der Regularitätsbedingung (voller Rang von \(D\phi\))"
"[Kap.7-8][Transfer] Welches Konzept, wenn ein kritischer Punkt klassifiziert werden soll?";"Hesse-Matrix bilden, Definitheit prüfen (Eigenwerte oder Hauptminorenkriterium)"
"[Kap.9][Def] Punktweise Konvergenz";"\(f_n\to f\) punktweise \(:\Leftrightarrow \forall x\in D: \lim_n f_n(x)=f(x)\), \(n_0\) darf von \(x\) UND \(\varepsilon\) abhängen"
"[Kap.9][Def] Gleichmäßige Konvergenz";"\(f_n\to f\) gleichmäßig \(:\Leftrightarrow \forall\varepsilon>0\exists n_0\forall n\geq n_0\forall x: d(f_n(x),f(x))<\varepsilon\), \(n_0\) hängt NICHT von \(x\) ab"
"[Kap.9][Notation] Gleichmäßige Konvergenz via Supremumsnorm";"\(f_n\to f\) gleichmäßig \(\iff \|f_n-f\|_\infty\to0\)"
"[Kap.9][Verständnis] Entscheidender Quantorentausch bei Konvergenzbegriffen";"Punktweise: \(n_0\) hängt von \(x\) ab. Gleichmäßig: dieselbe Schranke \(n_0\) muss für ALLE \(x\) gleichzeitig funktionieren"
"[Kap.9][Satz] Gleichmäßiger Grenzwert stetiger Funktionen ist stetig (Satz 1.81)";"\((f_n)\) stetig, \(f_n\to f\) gleichmäßig \(\Rightarrow f\) stetig"
"[Kap.9][Fehler] Gilt Satz 1.81 auch bei nur punktweiser Konvergenz?";"NEIN. Bei punktweiser Konvergenz kann der Grenzwert unstetig sein, obwohl alle \(f_n\) stetig sind"
"[Kap.9][Gegenbeispiel] Punktweise Konvergenz mit unstetigem Grenzwert";"\(f_n(x)=x^n\) auf \([0,1]\): Grenzwert ist \(0\) für \(x\in[0,1)\), \(1\) für \(x=1\) - UNSTETIG, obwohl jedes \(f_n\) stetig ist"
"[Kap.9][Beweisidee] Kernidee Satz 1.81";"\(\varepsilon/3\)-Argument: dreifache Dreiecksungleichung \(d(f(x),f(y))\leq d(f(x),f_{n_0}(x))+d(f_{n_0}(x),f_{n_0}(y))+d(f_{n_0}(y),f(y))\)"
"[Kap.9][Gegenbeispiel] Stetiger Grenzwert, aber Konvergenz nicht gleichmäßig";"\(f_n(x)=nxe^{-nx^2}\) auf \([0,1]\): punktweiser Grenzwert \(0\) (stetig), aber \(f_n(1/\sqrt n)=\sqrt n/e\to\infty\) - nicht gleichmäßig"
"[Kap.9][Def] Dirac-Folge";"\((\delta_n)\) mit (i) \(\int\delta_n=1\ \forall n\), (ii) Masse konzentriert sich um 0: \(\forall\varepsilon,r\exists n_0\forall n\geq n_0:\int_{|x|>r}\delta_n<\varepsilon\)"
"[Kap.9][Def] Faltung";"\((f*g)(x):=\int_{\mathbb{R}}f(y)g(x-y)\,dy\)"
"[Kap.9][Satz] Konvolution mit Dirac-Folge (Lemma 1.84)";"\(f\) stetig+beschränkt, \((\delta_n)\) Dirac-Folge \(\Rightarrow (f*\delta_n)(x)\to f(x)\) punktweise. Ist \(f\) gleichmäßig stetig, sogar gleichmäßig"
"[Kap.9][Anwendung] Wofür wird Faltung mit Dirac-Folgen benutzt?";"Konstruktion glatter Approximationen einer stetigen Funktion (Weierstraßscher Approximationssatz)"
"[Kap.9][Satz] Weierstraßscher Approximationssatz (Satz 1.85)";"\(f:[a,b]\to\mathbb{R}\) stetig \(\Rightarrow\exists\) Polynomfolge \((p_n)\), die gleichmäßig gegen \(f\) konvergiert"
"[Kap.9][Beweisidee] Kernidee Weierstraßscher Approximationssatz";"Landau-Kerne \(L_n(x)=\frac1{c_n}(1-x^2)^n\mathbb{1}_{[-1,1]}(x)\) als Dirac-Folge, Faltung \(f*L_n\) ist Polynom UND konvergiert gleichmäßig gegen \(f\) (via Lemma 1.84 + gleichmäßige Stetigkeit auf Kompakta)"
"[Kap.9][Vergleich] Weierstraß-Approximation vs. Taylorentwicklung";"Taylor: LOKALE Approximation nahe einem Punkt, Restglied kann fernab divergieren. Weierstraß: GLOBAL gleichmäßige Approximation, approximierende Polynome haben nichts mit Taylorreihe zu tun, \(f\) muss nicht differenzierbar sein"
"[Kap.9][Fehler] Klausurfalle: Weierstraß mit Taylor verwechseln";"Weierstraß-Polynome sind NICHT die Taylorpolynome von \(f\) - völlig andere Konstruktion (Faltung mit Landau-Kernen)"
"[Kap.10][Def] Halboffener Quader";"\(I[x,y]:=\{z\in\mathbb{R}^n: x_i\leq z_i<y_i,\ i=1,\dots,n\}\) für \(x\prec y\)"
"[Kap.10][Def] Elementare Stufenfunktion";"Funktion, die auf jedem Quader eines Netzes konstant ist und außerhalb \(0\) ist"
"[Kap.10][Def] Ober-/Unterintegral";"\(\int^*f:=\inf\{\int\phi: \phi\in\mathfrak E,\phi\geq f\}\), \(\int_*f:=\sup\{\int\phi:\phi\in\mathfrak E,\phi\leq f\}\)"
"[Kap.10][Def] Riemann-Integrierbarkeit";"\(f\) Riemann-integrierbar \(:\Leftrightarrow \int^*f=\int_*f\)"
"[Kap.10][Satz] Stetige Funktionen mit kompaktem Träger sind Riemann-integrierbar (Satz 2.7)";"\(f\) beschränkt, kompakter Träger \(K\), stetig auf \(K\) \(\Rightarrow f\) Riemann-integrierbar"
"[Kap.10][Beweisidee] Kernidee Satz 2.7";"Gleichmäßige Stetigkeit von \(f\) auf Kompaktum (aus Stetigkeit+Kompaktheit) macht Oszillation auf feinen Würfeln beliebig klein, Ober-/Untersummen konvergieren gegen denselben Wert"
"[Kap.10][Satz] Satz von Fubini (Satz 2.8)";"\(f\) stetig, kompakter Träger: \(\int_{\mathbb{R}^2}f\,d(x,y)=\int\left(\int f(x,y)\,dx\right)dy=\int\left(\int f(x,y)\,dy\right)dx\)"
"[Kap.10][Anwendung] Wofür wird Fubini praktisch gebraucht?";"Reduktion mehrdimensionaler Integrale auf iterierte eindimensionale Integrale - Standardrechenwerkzeug"
"[Kap.10][Beweisidee] Kernidee Fubini-Beweis";"Approximation durch Stufenfunktionen \(\phi_k^-\leq f\leq\phi_k^+\), gleichmäßige Stetigkeit von \(f\) erlaubt Vertauschung der Integrationsreihenfolge im Grenzwert"
"[Kap.10][Satz] Transformationssatz (Satz 2.9)";"\(g:\Omega\to g(\Omega)\) invertierbar, \(g,g^{-1}\in C^1\): \(\int_{g(\Omega)}F(y)\,dy=\int_\Omega F(g(x))|\det Dg(x)|\,dx\)"
"[Kap.10][Verständnis] Bedeutung der Funktionaldeterminante";"\(|\det Dg(x)|\) misst die lokale Volumenverzerrung durch \(g\) an der Stelle \(x\)"
